TARGET	AGENT	COMP1	COMP2	COMP3	NONSE1	NONSE2	NONSE3	NONSE4	NONSE5	COMPnum	NONSEnum	ITEM	SCENE	ORDER	SUBJECT	COND	ACCURACY	TARGET_early	AGENT_early	COMP1_early	COMP2_early	COMP3_early	NONSE1_early	NONSE2_early	NONSE3_early	NONSE4_early	NONSE5_early
1371	1011	1672	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	3	71	2	1	522	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1087	NaN	1983	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	4	71	1	1	770	NaN	NaN	NaN	NaN	510	NaN	NaN	NaN	NaN
NaN	2423	NaN	NaN	NaN	976	NaN	1965	1372	1777	0	5	43	27	5	71	0	1	NaN	7	NaN	NaN	NaN	NaN	766	617	NaN	NaN
NaN	831	NaN	NaN	NaN	2822	1333	1822	2262	NaN	0	4	39	23	6	71	0	1	NaN	793	NaN	NaN	NaN	NaN	296	NaN	NaN	NaN
1051	3091	1278	1576	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	7	71	2	1	7	NaN	296	686	NaN	NaN	NaN	NaN	NaN	NaN
2138	703	NaN	1631	1823	NaN	NaN	NaN	NaN	NaN	3	0	9	9	8	71	1	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1659	2647	NaN	1169	1001	NaN	NaN	NaN	NaN	NaN	3	0	13	13	9	71	1	1	NaN	560	NaN	7	956	NaN	NaN	NaN	NaN	NaN
2019	1057	NaN	1876	NaN	NaN	NaN	NaN	NaN	NaN	3	1	69	5	10	71	2	1	NaN	7	NaN	NaN	NaN	547	NaN	NaN	NaN	NaN
2581	NaN	3184	1452	937	NaN	NaN	NaN	NaN	NaN	3	0	11	11	11	71	1	1	NaN	NaN	NaN	NaN	307	NaN	NaN	NaN	NaN	NaN
NaN	3115	1090	2657	NaN	876	2157	2864	NaN	NaN	2	3	42	26	12	71	0	1	NaN	NaN	507	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	771	1613	2326	2574	NaN	3052	NaN	NaN	NaN	3	2	44	28	13	71	0	1	NaN	711	220	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2153	920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	14	71	2	1	531	710	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1260	1689	2373	2533	NaN	NaN	NaN	NaN	3	1	47	31	15	71	0	1	NaN	7	NaN	818	NaN	NaN	NaN	NaN	NaN	NaN
1626	1207	NaN	NaN	2273	NaN	NaN	NaN	NaN	NaN	3	0	71	7	16	71	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1805	1033	2112	NaN	1960	2579	NaN	NaN	NaN	2	2	38	22	17	71	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1774	1581	2054	952	NaN	1401	NaN	NaN	NaN	NaN	3	1	67	3	18	71	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1334	2446	NaN	NaN	2311	915	2841	1733	NaN	1	4	46	30	19	71	0	1	NaN	7	NaN	NaN	NaN	NaN	851	NaN	NaN	NaN
NaN	1020	NaN	NaN	NaN	2249	2003	1506	1281	NaN	0	4	35	19	20	71	0	1	NaN	7	NaN	NaN	NaN	NaN	474	NaN	NaN	NaN
2439	NaN	1391	NaN	1136	2332	NaN	NaN	NaN	NaN	3	1	65	1	21	71	2	1	NaN	842	663	NaN	230	NaN	NaN	NaN	NaN	NaN
2033	1117	1808	1399	1609	NaN	NaN	NaN	NaN	NaN	3	0	12	12	22	71	1	1	NaN	464	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1412	2601	2330	NaN	4180	1670	4007	NaN	NaN	2	3	37	21	23	71	0	1	NaN	859	NaN	NaN	NaN	235	NaN	NaN	NaN	NaN
1856	2419	NaN	975	1304	NaN	NaN	NaN	NaN	NaN	3	1	10	10	24	71	1	1	NaN	7	NaN	947	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1651	1874	NaN	NaN	NaN	1093	2995	NaN	NaN	1	3	33	17	25	71	0	1	NaN	247	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
735	1439	1796	NaN	1066	NaN	NaN	NaN	NaN	NaN	3	1	15	15	26	71	1	1	271	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1169	NaN	NaN	1528	NaN	NaN	NaN	NaN	2	2	48	32	27	71	0	1	NaN	625	1088	NaN	NaN	245	NaN	NaN	NaN	NaN
NaN	1409	1207	1860	2330	NaN	NaN	NaN	NaN	NaN	3	1	36	20	28	71	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2256	NaN	NaN	NaN	2819	1367	1086	2017	NaN	0	5	40	24	29	71	0	1	NaN	533	NaN	NaN	NaN	NaN	NaN	916	255	NaN
NaN	1321	1113	NaN	NaN	2328	2471	2680	611	NaN	1	4	45	29	30	71	0	1	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	3286	1534	2339	1173	2817	NaN	NaN	NaN	NaN	3	1	34	18	31	71	0	1	NaN	827	451	NaN	273	NaN	NaN	NaN	NaN	NaN
2092	1147	998	NaN	1845	NaN	NaN	NaN	NaN	NaN	3	0	70	6	32	71	2	1	NaN	252	684	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1078	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	1	1	1	72	1	0	NaN	1038	NaN	NaN	486	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2845	NaN	2632	1241	NaN	NaN	NaN	NaN	3	1	80	16	2	72	2	0	NaN	508	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	345	NaN	2481	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	3	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1942	697	NaN	NaN	1468	NaN	NaN	NaN	NaN	NaN	3	1	74	10	4	72	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2065	790	1853	2878	NaN	NaN	NaN	NaN	NaN	NaN	3	0	75	11	5	72	2	0	NaN	533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	682	NaN	NaN	NaN	1948	1122	1531	2150	NaN	0	4	39	23	6	72	0	0	NaN	618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	637	NaN	NaN	NaN	NaN	2025	NaN	NaN	NaN	0	4	35	19	7	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1650	1392	NaN	NaN	1884	NaN	NaN	NaN	NaN	NaN	3	0	76	12	8	72	2	0	NaN	348	NaN	835	NaN	NaN	NaN	NaN	NaN	NaN
2100	NaN	NaN	1228	935	NaN	NaN	NaN	NaN	NaN	3	0	77	13	9	72	2	0	NaN	467	NaN	7	897	NaN	NaN	NaN	NaN	NaN
1954	817	1564	2301	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	10	72	1	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
953	2655	1271	1535	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	11	72	1	0	NaN	545	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2104	1304	3092	NaN	3311	NaN	NaN	NaN	NaN	NaN	3	0	7	7	12	72	1	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1023	2002	NaN	NaN	1710	2283	2707	NaN	NaN	2	3	42	26	13	72	0	0	NaN	NaN	824	NaN	NaN	344	617	NaN	NaN	NaN
NaN	1088	787	NaN	NaN	2531	NaN	NaN	NaN	NaN	1	3	33	17	14	72	0	0	NaN	282	750	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1238	NaN	NaN	1660	NaN	NaN	NaN	NaN	2	2	48	32	15	72	0	0	NaN	555	1182	NaN	NaN	403	NaN	NaN	NaN	NaN
NaN	417	1823	NaN	NaN	2093	2799	2520	NaN	NaN	1	3	41	25	16	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1295	1133	NaN	NaN	NaN	2379	NaN	NaN	NaN	NaN	3	1	8	8	17	72	1	0	303	553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1188	2232	2443	2738	3228	NaN	NaN	NaN	NaN	3	1	36	20	18	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1909	0	5	43	27	19	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1457	990	1220	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	20	72	1	0	733	943	386	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1147	NaN	NaN	NaN	NaN	2438	1589	1989	NaN	0	5	40	24	21	72	0	0	NaN	510	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	931	2197	NaN	NaN	1835	1622	NaN	2463	NaN	1	4	46	30	22	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1037	1954	1314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	23	72	1	0	985	296	NaN	NaN	749	NaN	NaN	NaN	NaN	NaN
NaN	1186	2024	1398	2220	2529	NaN	NaN	NaN	NaN	3	1	47	31	24	72	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	900	1518	2547	2084	NaN	NaN	NaN	NaN	NaN	3	2	44	28	25	72	0	0	NaN	320	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	941	1307	NaN	NaN	NaN	1817	NaN	2245	NaN	1	4	45	29	26	72	0	0	NaN	897	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1398	1622	NaN	2106	NaN	NaN	NaN	NaN	2	3	37	21	27	72	0	0	NaN	516	1364	905	NaN	252	NaN	NaN	NaN	NaN
2160	1409	NaN	1180	914	NaN	NaN	NaN	NaN	NaN	3	1	79	15	28	72	2	0	552	7	NaN	NaN	865	NaN	NaN	NaN	NaN	NaN
1681	1576	NaN	NaN	1016	NaN	NaN	NaN	NaN	NaN	3	1	3	3	29	72	1	0	524	7	NaN	NaN	959	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1318	2523	1123	2645	NaN	NaN	NaN	NaN	3	1	34	18	30	72	0	0	NaN	349	NaN	NaN	1091	NaN	NaN	NaN	NaN	NaN
2079	NaN	NaN	2630	NaN	NaN	NaN	NaN	NaN	NaN	3	1	78	14	31	72	2	0	NaN	371	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2323	1013	NaN	NaN	2817	NaN	NaN	NaN	NaN	NaN	3	0	73	9	32	72	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1622	1418	1270	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	12	12	1	73	1	1	NaN	226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	856	3057	NaN	NaN	NaN	NaN	NaN	NaN	3	2	44	28	2	73	0	1	NaN	202	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1068	2034	NaN	NaN	NaN	2521	NaN	NaN	NaN	NaN	3	1	14	14	3	73	1	1	1051	NaN	NaN	NaN	NaN	497	NaN	NaN	NaN	NaN
NaN	NaN	1831	NaN	NaN	1022	2483	2233	NaN	NaN	1	3	41	25	4	73	0	1	NaN	7	814	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1029	1718	2560	NaN	2081	NaN	NaN	NaN	NaN	2	3	42	26	5	73	0	1	NaN	846	610	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	NaN	881	NaN	NaN	1673	1930	2624	2204	NaN	1	4	45	29	6	73	0	1	NaN	189	7	NaN	NaN	NaN	NaN	617	371	NaN
936	1269	NaN	NaN	1621	NaN	NaN	NaN	NaN	NaN	3	0	9	9	7	73	1	1	874	7	NaN	NaN	484	NaN	NaN	NaN	NaN	NaN
NaN	1077	NaN	NaN	NaN	2337	1958	1567	1319	NaN	0	5	40	24	8	73	0	1	NaN	858	NaN	NaN	NaN	NaN	NaN	NaN	400	572
1767	NaN	1214	NaN	NaN	890	NaN	NaN	NaN	NaN	3	1	69	5	9	73	2	1	NaN	7	528	NaN	NaN	712	NaN	NaN	NaN	NaN
1493	1055	NaN	1792	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	10	73	2	1	393	873	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1478	902	NaN	2843	1894	NaN	NaN	NaN	NaN	NaN	3	0	11	11	11	73	1	1	NaN	341	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1352	2652	1672	NaN	2855	NaN	NaN	NaN	NaN	3	1	16	16	12	73	1	1	NaN	1294	561	448	NaN	7	NaN	NaN	NaN	NaN
1145	2323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	13	73	2	1	NaN	171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2198	NaN	932	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	68	4	14	73	2	1	NaN	NaN	409	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2417	1338	1132	2261	NaN	NaN	NaN	NaN	NaN	NaN	3	1	65	1	15	73	2	1	NaN	NaN	179	NaN	468	NaN	NaN	NaN	NaN	NaN
NaN	929	2760	NaN	NaN	1320	2283	NaN	1802	NaN	1	4	46	30	16	73	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1011	1709	2672	NaN	1325	2397	NaN	NaN	NaN	2	2	48	32	17	73	0	1	NaN	790	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
1413	1113	NaN	NaN	2585	NaN	NaN	NaN	NaN	NaN	3	0	71	7	18	73	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1479	1167	NaN	3401	NaN	2283	NaN	NaN	2	3	37	21	19	73	0	1	NaN	404	NaN	1140	NaN	182	NaN	NaN	NaN	NaN
1835	937	2672	1241	NaN	NaN	NaN	NaN	NaN	NaN	3	1	67	3	20	73	2	1	NaN	7	NaN	NaN	NaN	422	NaN	NaN	NaN	NaN
1530	2358	1207	2810	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	21	73	1	1	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN
NaN	815	NaN	NaN	NaN	2965	1832	NaN	2127	NaN	0	4	35	19	22	73	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1283	2214	NaN	NaN	889	1969	NaN	NaN	NaN	NaN	3	1	10	10	23	73	1	1	NaN	7	NaN	NaN	659	NaN	NaN	NaN	NaN	NaN
NaN	1190	1693	2942	2769	NaN	NaN	NaN	NaN	NaN	3	1	34	18	24	73	0	1	NaN	1147	NaN	453	259	NaN	NaN	NaN	NaN	NaN
NaN	1745	1437	1092	2862	2564	NaN	NaN	NaN	NaN	3	1	36	20	25	73	0	1	NaN	7	NaN	680	NaN	NaN	NaN	NaN	NaN	NaN
NaN	3617	1245	NaN	2327	3323	NaN	NaN	NaN	NaN	3	1	47	31	26	73	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1417	2098	898	NaN	2624	2258	NaN	NaN	NaN	2	2	38	22	27	73	0	1	NaN	7	NaN	597	NaN	NaN	NaN	NaN	NaN	NaN
NaN	3135	NaN	NaN	NaN	851	1090	NaN	2690	NaN	0	4	39	23	28	73	0	1	NaN	NaN	NaN	NaN	NaN	473	NaN	NaN	NaN	NaN
NaN	1439	1767	NaN	NaN	2281	2054	3000	NaN	NaN	1	3	33	17	29	73	0	1	NaN	193	822	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1953	NaN	NaN	NaN	1677	1511	2399	NaN	2485	0	5	43	27	30	73	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2192	1110	NaN	2728	2012	NaN	NaN	NaN	NaN	NaN	3	1	15	15	31	73	1	1	700	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2010	2399	991	NaN	1741	NaN	NaN	NaN	NaN	NaN	3	0	70	6	32	73	2	1	NaN	185	620	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	974	NaN	2490	NaN	NaN	NaN	NaN	NaN	NaN	2	2	38	22	1	75	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
911	NaN	NaN	2040	1639	NaN	NaN	NaN	NaN	NaN	3	1	67	3	2	75	2	1	870	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1755	960	NaN	1588	NaN	NaN	NaN	NaN	NaN	NaN	3	0	13	13	3	75	1	1	NaN	825	565	7	NaN	NaN	NaN	NaN	NaN	NaN
941	NaN	NaN	1174	NaN	NaN	NaN	NaN	NaN	NaN	3	0	66	2	4	75	2	1	897	297	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1244	NaN	1861	1632	2593	NaN	NaN	NaN	NaN	NaN	3	0	71	7	5	75	2	1	915	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1549	658	1294	1855	2088	NaN	NaN	NaN	NaN	NaN	3	1	69	5	6	75	2	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2786	1623	2112	2318	NaN	989	NaN	NaN	NaN	3	2	44	28	7	75	0	1	NaN	748	544	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2581	1057	1259	NaN	1843	NaN	NaN	NaN	NaN	NaN	3	0	68	4	8	75	2	1	7	1029	251	592	NaN	NaN	NaN	NaN	NaN	NaN
1061	2187	NaN	1418	1292	NaN	NaN	NaN	NaN	NaN	3	1	10	10	9	75	1	1	NaN	7	NaN	NaN	571	NaN	NaN	NaN	NaN	NaN
NaN	1625	NaN	NaN	NaN	1354	1143	NaN	2286	NaN	0	4	35	19	10	75	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	875	628	NaN
1292	NaN	NaN	1189	1810	2707	NaN	NaN	NaN	NaN	3	1	65	1	11	75	2	1	NaN	582	NaN	1141	292	NaN	NaN	NaN	NaN	NaN
NaN	853	1072	1570	NaN	3228	3443	NaN	NaN	NaN	2	3	42	26	12	75	0	1	NaN	800	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	1332	2176	1925	NaN	1761	2729	3020	NaN	NaN	2	3	37	21	13	75	0	1	NaN	470	NaN	1005	NaN	271	NaN	NaN	NaN	NaN
NaN	2086	NaN	NaN	NaN	1128	1521	NaN	867	2473	0	5	43	27	14	75	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	815	NaN
1530	1916	826	NaN	1234	NaN	NaN	NaN	NaN	NaN	3	0	9	9	15	75	1	1	NaN	7	783	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1711	NaN	1190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	72	8	16	75	2	1	381	656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	514	2265	NaN	NaN	1976	1735	2982	1107	NaN	1	4	46	30	17	75	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1798	2068	NaN	NaN	1354	1621	NaN	NaN	NaN	2	2	48	32	18	75	0	1	NaN	592	422	NaN	NaN	7	NaN	NaN	NaN	NaN
NaN	NaN	948	NaN	NaN	2535	2125	2301	1143	NaN	1	4	45	29	19	75	0	1	NaN	460	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2647	1887	1671	1385	2348	NaN	NaN	NaN	NaN	NaN	3	1	16	16	20	75	1	1	NaN	304	1134	1360	NaN	7	NaN	NaN	NaN	NaN
1582	2006	NaN	1435	1036	NaN	NaN	NaN	NaN	NaN	3	1	15	15	21	75	1	1	652	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1012	NaN	NaN	NaN	1552	1302	NaN	1820	NaN	0	4	39	23	22	75	0	1	NaN	830	NaN	NaN	NaN	NaN	566	327	NaN	NaN
NaN	981	1409	NaN	NaN	1598	2328	2499	NaN	NaN	1	3	41	25	23	75	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	2370	NaN	NaN	NaN	1426	1865	1156	1678	830	0	5	40	24	24	75	0	1	NaN	305	NaN	NaN	NaN	NaN	NaN	NaN	NaN	771
NaN	1941	1379	2987	1257	3217	NaN	NaN	NaN	NaN	3	1	34	18	25	75	0	1	NaN	436	823	1031	1229	280	NaN	NaN	NaN	NaN
952	1740	1243	NaN	1974	NaN	NaN	NaN	NaN	NaN	3	0	70	6	26	75	2	1	910	267	580	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1363	1147	2611	1827	NaN	NaN	NaN	NaN	NaN	3	1	36	20	27	75	0	1	NaN	7	1093	657	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1219	1036	NaN	NaN	2668	1547	NaN	NaN	NaN	1	3	33	17	28	75	0	1	NaN	263	739	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1160	1820	1390	2396	NaN	NaN	NaN	NaN	NaN	3	1	47	31	29	75	0	1	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1346	2320	1087	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	1	14	14	30	75	1	1	847	389	NaN	NaN	NaN	681	NaN	NaN	NaN	NaN
1706	NaN	NaN	2212	881	NaN	NaN	NaN	NaN	NaN	3	0	11	11	31	75	1	1	NaN	302	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1607	2207	NaN	NaN	1164	NaN	NaN	NaN	NaN	NaN	3	0	12	12	32	75	1	1	877	280	614	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	870	2655	NaN	NaN	1993	1558	3243	NaN	NaN	1	3	33	17	1	76	0	0	NaN	322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1530	1154	2165	NaN	NaN	NaN	NaN	NaN	3	1	36	20	2	76	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	975	2063	2315	NaN	2927	2667	NaN	NaN	NaN	2	2	38	22	3	76	0	0	NaN	7	559	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1917	407	NaN	NaN	NaN	2456	NaN	NaN	NaN	NaN	3	1	3	3	4	76	1	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1237	681	2263	1783	NaN	NaN	NaN	NaN	NaN	NaN	3	0	2	2	5	76	1	0	NaN	382	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	572	1905	NaN	NaN	1760	2408	2622	2247	NaN	1	4	45	29	6	76	0	0	NaN	323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1504	390	2004	1333	NaN	NaN	NaN	NaN	NaN	NaN	3	1	5	5	7	76	1	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	1030	855	1789	2398	NaN	2717	NaN	NaN	NaN	3	2	44	28	8	76	0	0	NaN	NaN	829	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1195	NaN	NaN	2376	2119	1698	NaN	NaN	1	3	41	25	9	76	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	620	NaN	NaN	NaN	2084	2366	1862	1618	NaN	0	4	39	23	10	76	0	0	NaN	408	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1090	1308	NaN	2428	1563	NaN	NaN	NaN	NaN	NaN	3	1	1	1	11	76	1	0	1024	NaN	NaN	NaN	284	565	NaN	NaN	NaN	NaN
2147	NaN	NaN	1523	NaN	1353	NaN	NaN	NaN	NaN	3	1	74	10	12	76	2	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	2292	1794	NaN	2010	1129	NaN	NaN	NaN	2	2	48	32	13	76	0	0	NaN	462	NaN	NaN	NaN	7	1039	NaN	NaN	NaN
2077	777	2381	NaN	NaN	1892	NaN	NaN	NaN	NaN	3	1	80	16	14	76	2	0	NaN	545	NaN	NaN	NaN	7	NaN	NaN	NaN	NaN
2147	679	NaN	NaN	1975	NaN	NaN	NaN	NaN	NaN	3	0	75	11	15	76	2	0	NaN	450	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	640	1901	3328	2556	2922	NaN	NaN	NaN	NaN	3	1	47	31	16	76	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1031	NaN	2196	1852	1339	NaN	NaN	NaN	NaN	NaN	3	0	73	9	17	76	2	0	985	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	511	NaN	NaN	NaN	1743	1340	NaN	2393	2207	0	5	43	27	18	76	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	948	1481	2368	1771	NaN	NaN	NaN	NaN	NaN	3	1	34	18	19	76	0	0	NaN	687	NaN	NaN	402	NaN	NaN	NaN	NaN	NaN
1814	796	NaN	NaN	1108	NaN	NaN	NaN	NaN	NaN	3	1	78	14	20	76	2	0	NaN	754	NaN	NaN	NaN	559	NaN	NaN	NaN	NaN
NaN	NaN	2234	2497	NaN	1250	1474	3564	NaN	NaN	2	3	37	21	21	76	0	0	NaN	606	NaN	NaN	NaN	265	NaN	NaN	NaN	NaN
1072	1871	1503	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	6	6	22	76	1	0	1005	544	NaN	NaN	223	NaN	NaN	NaN	NaN	NaN
2384	NaN	NaN	2169	1348	982	NaN	NaN	NaN	NaN	3	1	79	15	23	76	2	0	NaN	7	NaN	NaN	NaN	918	NaN	NaN	NaN	NaN
NaN	NaN	NaN	NaN	NaN	NaN	2108	1051	2648	1616	0	5	40	24	24	76	0	0	NaN	499	NaN	NaN	NaN	NaN	NaN	991	258	NaN
1879	550	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	0	7	7	25	76	1	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NaN	NaN	1705	2632	NaN	1025	1457	2350	NaN	NaN	2	3	42	26	26	76	0	0	NaN	467	NaN	NaN	NaN	316	NaN	NaN	NaN	NaN
NaN	888	NaN	NaN	NaN	2671	2159	1858	1485	NaN	0	4	35	19	27	76	0	0	NaN	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1314	886	2265	NaN	2827	2013	NaN	NaN	NaN	NaN	3	1	8	8	28	76	1	0	7	652	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1795	765	1310	1570	NaN	NaN	NaN	NaN	NaN	NaN	3	0	4	4	29	76	1	0	NaN	527	228	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1759	581	2138	1449	1134	NaN	NaN	NaN	NaN	NaN	3	0	77	13	30	76	2	0	NaN	537	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
2128	2561	1772	1021	1227	NaN	NaN	NaN	NaN	NaN	3	0	76	12	31	76	2	0	NaN	301	NaN	970	NaN	NaN	NaN	NaN	NaN	NaN
