TA	TI	CA	CI	subj	trialID	order	cond
1348	0	0	0	21	31	54	2
1500	0	0	0	21	28	55	2
1492	0	0	0	21	45	56	0
1490	0	0	0	21	7	57	1
878	0	406	0	21	23	58	0
1101	0	0	0	21	18	59	0
1246	0	0	0	21	48	60	1
826	0	0	0	21	9923	61	9
350	0	533	288	21	9921	62	9
835	0	657	0	21	20	63	0
239	0	1245	0	21	9918	64	9
707	0	0	0	21	51	65	1
482	0	1010	0	21	996	66	9
1127	0	0	195	21	12	67	0
1429	0	0	0	21	24	68	1
683	203	317	0	21	9915	69	9
1496	0	0	0	21	25	70	0
823	0	0	0	21	53	71	1
1341	0	0	0	21	36	72	2
1490	0	0	0	21	21	73	2
0	0	0	0	21	46	74	1
279	0	0	981	21	991	75	9
829	0	0	0	21	33	76	2
492	0	0	0	21	14	77	1
505	0	0	0	21	9919	78	9
415	46	0	0	21	4	79	0
508	0	0	641	21	3	80	1
773	0	0	0	21	26	81	1
188	561	0	0	22	991	1	9
0	0	254	680	22	992	2	9
749	0	739	0	22	993	3	9
0	0	1500	0	22	22	4	2
226	1075	0	0	22	49	5	1
595	511	0	0	22	995	6	9
705	0	255	528	22	27	7	2
0	0	1073	415	22	44	8	0
1488	0	0	0	22	8	9	2
1089	0	403	0	22	992	10	9
1214	274	0	0	22	9	11	0
1496	0	0	0	22	5	12	2
927	563	0	0	22	993	13	9
1492	0	0	0	22	50	14	1
1496	0	0	0	22	11	15	1
1394	0	0	0	22	19	16	2
237	0	1114	0	22	994	17	9
1488	0	0	0	22	9917	18	9
325	1152	0	0	22	6	19	2
1492	0	0	0	22	42	20	0
1488	0	0	0	22	17	21	2
1281	203	0	0	22	34	22	2
1077	407	0	0	22	35	23	2
1488	0	0	0	22	9912	24	9
886	594	0	0	22	10	25	1
749	0	0	370	22	2	26	1
1478	0	0	0	22	39	27	0
0	0	1488	0	22	998	28	9
1164	317	0	0	22	43	29	0
52	1234	0	105	22	54	30	1
466	212	810	0	22	9922	31	9
105	0	214	448	22	9911	32	9
0	0	0	1130	22	9913	33	9
188	1007	0	293	22	13	34	2
1490	0	0	0	22	15	35	1
1316	176	0	0	22	41	36	0
962	348	0	0	22	9914	37	9
666	818	0	0	22	16	38	0
1500	0	0	0	22	52	39	1
0	0	0	1494	22	9910	40	9
1486	0	0	0	22	29	41	2
1492	0	0	0	22	32	42	2
1492	0	0	0	22	30	43	2
0	606	648	0	22	9924	44	9
721	171	0	0	22	997	45	9
1484	0	0	0	22	38	46	0
947	537	0	0	22	9920	47	9
39	1360	0	0	22	40	48	0
0	475	841	0	22	999	49	9
465	1019	0	0	22	37	50	0
46	0	772	0	22	9916	51	9
617	865	0	0	22	1	52	0
1488	0	0	0	22	47	53	1
1299	185	0	0	22	31	54	2
704	330	0	136	22	28	55	2
428	1060	0	0	22	45	56	0
1496	0	0	0	22	7	57	1
1247	0	0	0	22	23	58	0
1020	470	0	0	22	18	59	0
1500	0	0	0	22	48	60	1
1492	0	0	0	22	9923	61	9
593	0	722	0	22	9921	62	9
981	507	0	0	22	20	63	0
0	0	700	788	22	9918	64	9
1496	0	0	0	22	51	65	1
0	0	1496	0	22	996	66	9
706	778	0	0	22	12	67	0
1492	0	0	0	22	24	68	1
0	383	1109	0	22	9915	69	9
1004	388	0	0	22	25	70	0
1496	0	0	0	22	53	71	1
1496	0	0	0	22	36	72	2
1494	0	0	0	22	21	73	2
1490	0	0	0	22	46	74	1
0	455	813	216	22	991	75	9
1496	0	0	0	22	33	76	2
1492	0	0	0	22	14	77	1
473	0	537	478	22	9919	78	9
1376	114	0	0	22	4	79	0
1342	0	0	140	22	3	80	1
1172	0	221	0	22	26	81	1
0	277	577	384	23	991	1	9
0	0	579	638	23	992	2	9
685	0	571	0	23	993	3	9
1492	0	0	0	23	22	4	2
1492	0	0	0	23	49	5	1
715	213	185	166	23	995	6	9
1048	148	176	0	23	27	7	2
503	660	0	0	23	44	8	0
240	968	0	0	23	8	9	2
1136	0	348	0	23	992	10	9
445	560	0	0	23	9	11	0
1490	0	0	0	23	5	12	2
662	0	0	0	23	993	13	9
1480	0	0	0	23	50	14	1
790	149	112	365	23	11	15	1
1500	0	0	0	23	19	16	2
802	0	682	0	23	994	17	9
335	0	452	445	23	9917	18	9
0	1496	0	0	23	6	19	2
38	1458	0	0	23	42	20	0
181	1311	0	0	23	17	21	2
1492	0	0	0	23	34	22	2
0	1496	0	0	23	35	23	2
545	0	0	266	23	9912	24	9
0	1500	0	0	23	10	25	1
1201	134	84	0	23	2	26	1
281	1215	0	0	23	39	27	0
0	0	0	0	23	998	28	9
0	1376	108	0	23	43	29	0
1492	0	0	0	23	54	30	1
0	0	23	0	23	9922	31	9
0	0	0	0	23	9911	32	9
0	534	196	458	23	9913	33	9
646	0	683	0	23	13	34	2
1492	0	0	0	23	15	35	1
1182	304	0	0	23	41	36	0
348	0	196	0	23	9914	37	9
0	1486	0	0	23	16	38	0
1492	0	0	0	23	52	39	1
0	270	760	0	23	9910	40	9
287	817	118	0	23	29	41	2
205	592	0	319	23	32	42	2
1255	233	0	0	23	30	43	2
140	0	1016	328	23	9924	44	9
453	284	0	520	23	997	45	9
196	0	929	0	23	38	46	0
81	0	961	284	23	9920	47	9
179	635	146	0	23	40	48	0
72	497	558	0	23	999	49	9
0	1380	0	0	23	37	50	0
740	617	131	0	23	9916	51	9
155	1333	0	0	23	1	52	0
447	943	0	0	23	47	53	1
0	333	101	0	23	31	54	2
115	1365	0	0	23	28	55	2
226	1266	0	0	23	45	56	0
1186	302	0	0	23	7	57	1
96	0	0	0	23	23	58	0
0	1388	0	100	23	18	59	0
1488	0	0	0	23	48	60	1
846	0	0	253	23	9923	61	9
0	344	1144	0	23	9921	62	9
568	922	0	0	23	20	63	0
571	0	915	0	23	9918	64	9
274	1218	0	0	23	51	65	1
0	0	801	681	23	996	66	9
0	1494	0	0	23	12	67	0
817	319	0	354	23	24	68	1
1144	256	86	0	23	9915	69	9
507	983	0	0	23	25	70	0
1490	0	0	0	23	53	71	1
205	0	655	243	23	36	72	2
239	894	345	0	23	21	73	2
1492	0	0	0	23	46	74	1
111	0	0	604	23	991	75	9
480	0	0	0	23	33	76	2
1121	371	0	0	23	14	77	1
418	291	264	511	23	9919	78	9
499	985	0	0	23	4	79	0
211	1281	0	0	23	3	80	1
982	506	0	0	23	26	81	1
186	455	0	263	24	991	1	9
0	297	192	542	24	992	2	9
901	482	0	0	24	993	3	9
505	0	0	0	24	22	4	2
748	210	106	62	24	49	5	1
752	334	0	0	24	995	6	9
1304	180	0	0	24	27	7	2
508	677	297	0	24	44	8	0
1198	247	0	43	24	8	9	2
213	181	14	354	24	992	10	9
26	1172	0	0	24	9	11	0
348	0	1128	0	24	5	12	2
1038	0	92	346	24	993	13	9
346	0	0	0	24	50	14	1
912	560	0	0	24	11	15	1
1109	0	0	82	24	19	16	2
651	0	831	0	24	994	17	9
504	449	259	0	24	9917	18	9
1114	0	318	0	24	6	19	2
732	0	0	748	24	42	20	0
176	357	245	256	24	17	21	2
349	179	0	248	24	34	22	2
453	245	0	552	24	35	23	2
944	0	205	329	24	9912	24	9
348	630	0	0	24	10	25	1
687	234	305	0	24	2	26	1
1480	0	0	0	24	39	27	0
0	350	1136	0	24	998	28	9
246	393	305	466	24	43	29	0
886	211	0	0	24	54	30	1
371	241	866	0	24	9922	31	9
260	0	1115	0	24	9911	32	9
1046	91	125	214	24	9913	33	9
824	334	0	0	24	13	34	2
1414	0	0	0	24	15	35	1
985	227	0	264	24	41	36	0
515	0	965	0	24	9914	37	9
476	631	0	0	24	16	38	0
1480	0	0	0	24	52	39	1
994	0	480	0	24	9910	40	9
1274	0	214	0	24	29	41	2
1492	0	0	0	24	32	42	2
903	577	0	0	24	30	43	2
291	0	763	0	24	9924	44	9
426	501	264	0	24	997	45	9
1078	0	0	406	24	38	46	0
622	0	340	0	24	9920	47	9
141	1345	0	0	24	40	48	0
246	651	188	389	24	999	49	9
712	666	0	0	24	37	50	0
699	165	0	0	24	9916	51	9
537	741	0	0	24	1	52	0
343	1116	0	17	24	47	53	1
1488	0	0	0	24	31	54	2
642	0	452	386	24	28	55	2
329	990	0	0	24	45	56	0
1488	0	0	0	24	7	57	1
319	1005	0	0	24	23	58	0
427	1055	0	0	24	18	59	0
1488	0	0	0	24	48	60	1
650	431	0	195	24	9923	61	9
0	435	948	101	24	9921	62	9
539	884	0	57	24	20	63	0
304	623	90	418	24	9918	64	9
309	555	197	411	24	51	65	1
768	517	0	0	24	996	66	9
344	643	0	495	24	12	67	0
1490	0	0	0	24	24	68	1
664	690	0	0	24	9915	69	9
750	0	199	0	24	25	70	0
1492	0	0	0	24	53	71	1
1496	0	0	0	24	36	72	2
1089	0	395	0	24	21	73	2
1220	0	260	0	24	46	74	1
647	0	0	449	24	991	75	9
743	90	0	446	24	33	76	2
1490	0	0	0	24	14	77	1
1229	255	0	0	24	9919	78	9
1488	0	0	0	24	4	79	0
396	1090	0	0	24	3	80	1
67	972	0	309	24	26	81	1
